activity_comment,canonical_smiles,molecule_chembl_id,standard_units,standard_value,units,value
,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL466246,nM,10.4,nM,10.4
,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL466246,nM,8.72,nM,8.72
,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL466246,nM,7.54,nM,7.54
,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL466246,nM,13.0,nM,13.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,3.62,nM,3.62
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,2.55,nM,2.55
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,2.05,nM,2.05
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,1.63,nM,1.63
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,1.68,nM,1.68
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,1.14,nM,1.14
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,1.38,nM,1.38
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,1.17,nM,1.17
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,0.751,nM,0.751
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,1.19,nM,1.19
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,0.88,nM,0.88
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,3.66,nM,3.66
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,7.33,nM,7.33
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,9.3,nM,9.3
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,11.0,nM,11.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,8.74,nM,8.74
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,8.21,nM,8.21
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,7.35,nM,7.35
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,5.11,nM,5.11
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,14.2,nM,14.2
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,4.82,nM,4.82
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,7.58,nM,7.58
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,6.45,nM,6.45
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,7.16,nM,7.16
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,4.84,nM,4.84
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,3.42,nM,3.42
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,6.04,nM,6.04
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,2.39,nM,2.39
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,1.54,nM,1.54
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,1.58,nM,1.58
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,1.34,nM,1.34
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,1.08,nM,1.08
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,0.658,nM,0.658
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,1.12,nM,1.12
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,1.26,nM,1.26
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,1.86,nM,1.86
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,1.12,nM,1.12
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,0.785,nM,0.785
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,0.925,nM,0.925
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,2.39,nM,2.39
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,1.6,nM,1.6
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,1.71,nM,1.71
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,1.99,nM,1.99
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,1.9,nM,1.9
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,1.56,nM,1.56
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,1.33,nM,1.33
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,3.44,nM,3.44
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,0.706,nM,0.706
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,1.09,nM,1.09
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,0.981,nM,0.981
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,0.711,nM,0.711
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,1.08,nM,1.08
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,0.925,nM,0.925
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,0.885,nM,0.885
,CCCCCCCC(=O)OC[C@@H](O)[C@@H](OC)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL467058,nM,276.0,nM,276.0
,CCCCCCCC(=O)OC[C@@H](O)[C@@H](OC)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL467058,nM,456.0,nM,456.0
,CCCCCCCC(=O)OC[C@@H](O)[C@@H](OC)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL467058,nM,420.0,nM,420.0
,CCCCCCCC(=O)OC[C@@H](O)[C@@H](OC)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL467058,nM,1140.0,nM,1140.0
,CCCCCCCC(=O)OC[C@@H](O)[C@@H](OC)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL467058,nM,262.0,nM,262.0
,CCCCCCCC(=O)OC[C@@H](O)[C@@H](OC)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL467058,nM,142.0,nM,142.0
,CCCCCCCC(=O)OC[C@@H](O)[C@@H](OC)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL467058,nM,1050.0,nM,1050.0
,CCCCCCCC(=O)OC[C@@H](O)[C@@H](OC)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL467058,nM,356.0,nM,356.0
,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL466246,nM,4.54,nM,4.54
,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL466246,nM,13.3,nM,13.3
,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL466246,nM,7.08,nM,7.08
,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL466246,nM,2.34,nM,2.34
,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL466246,nM,25.5,nM,25.5
,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL466246,nM,27.9,nM,27.9
,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL466246,nM,1.81,nM,1.81
,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL466246,nM,6.81,nM,6.81
,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL466246,nM,3.03,nM,3.03
,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL466246,nM,5.62,nM,5.62
,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL466246,nM,15.4,nM,15.4
,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL466246,nM,10.6,nM,10.6
,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL466246,nM,19.2,nM,19.2
,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL466246,nM,13.2,nM,13.2
,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL466246,nM,13.4,nM,13.4
,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL466246,nM,37.3,nM,37.3
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,2.99,nM,2.99
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,3.65,nM,3.65
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,5.58,nM,5.58
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,1.83,nM,1.83
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,8.57,nM,8.57
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,11.5,nM,11.5
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,1.4,nM,1.4
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,3.31,nM,3.31
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,2.7,nM,2.7
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,3.05,nM,3.05
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,8.29,nM,8.29
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,11.2,nM,11.2
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,10.7,nM,10.7
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,7.71,nM,7.71
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,7.82,nM,7.82
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,13.5,nM,13.5
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,2.17,nM,2.17
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,2.94,nM,2.94
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,3.65,nM,3.65
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,1.43,nM,1.43
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,2.81,nM,2.81
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,2.56,nM,2.56
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,2.12,nM,2.12
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,1.7,nM,1.7
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,2.28,nM,2.28
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,755.0,nM,755.0
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,1.25,nM,1.25
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,10400.0,nM,10400.0
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,1.78,nM,1.78
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,140.0,nM,140.0
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,1.18,nM,1.18
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,37.2,nM,37.2
,COc1cc(O)ccc1/C=C/C(=O)c1ccc(O)cc1,CHEMBL141530,ug.mL-1,2.19,ug ml-1,2.19
,COc1cc(O)ccc1/C=C/C(=O)c1ccc(O)cc1,CHEMBL141530,ug.mL-1,2.49,ug ml-1,2.49
,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,CHEMBL129795,ug.mL-1,3.42,ug ml-1,3.42
,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,CHEMBL129795,ug.mL-1,3.48,ug ml-1,3.48
,C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,CHEMBL139702,ug.mL-1,4.2,ug ml-1,4.2
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,ug.mL-1,0.00494,ng/ml,4.94
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,ug.mL-1,5.13,ug ml-1,5.13
,C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,CHEMBL139702,ug.mL-1,5.42,ug ml-1,5.42
,COc1cc(O)ccc1/C=C/C(=O)c1ccc(O)cc1,CHEMBL141530,ug.mL-1,5.7,ug ml-1,5.7
,COc1cc(O)ccc1/C=C/C(=O)c1ccc(O)cc1,CHEMBL141530,ug.mL-1,5.8,ug ml-1,5.8
,COc1cc(O)ccc1/C=C/C(=O)c1ccc(O)cc1,CHEMBL141530,ug.mL-1,8.23,ug ml-1,8.23
,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,CHEMBL129795,ug.mL-1,8.41,ug ml-1,8.41
,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,CHEMBL129795,ug.mL-1,9.69,ug ml-1,9.69
,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,CHEMBL129795,ug.mL-1,10.56,ug ml-1,10.56
,C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,CHEMBL139702,ug.mL-1,17.98,ug ml-1,17.98
,C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,CHEMBL139702,ug.mL-1,18.23,ug ml-1,18.23
,C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,CHEMBL139702,ug.mL-1,19.09,ug ml-1,19.09
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,ug.mL-1,0.02109,ng/ml,21.09
,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)cc(O)c1O,CHEMBL253677,ug.mL-1,25.87,ug ml-1,25.87
,COc1c(/C=C/C(=O)c2ccc(O)c(CC=C(C)C)c2)ccc(O)c1O,CHEMBL1644932,ug.mL-1,28.62,ug ml-1,28.62
,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)cc(O)c1O,CHEMBL253677,ug.mL-1,32.78,ug ml-1,32.78
,COc1c(/C=C/C(=O)c2ccc(O)c(CC=C(C)C)c2)ccc(O)c1O,CHEMBL1644932,ug.mL-1,35.21,ug ml-1,35.21
,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)cc(O)c1O,CHEMBL253677,ug.mL-1,35.5,ug ml-1,35.5
,COc1c(/C=C/C(=O)c2ccc(O)c(CC=C(C)C)c2)ccc(O)c1O,CHEMBL1644932,ug.mL-1,36.52,ug ml-1,36.52
,C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2O)c(OC)cc1O,CHEMBL1644931,ug.mL-1,37.68,ug ml-1,37.68
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,ug.mL-1,0.03974,ng/ml,39.74
,C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2O)c(OC)cc1O,CHEMBL1644931,ug.mL-1,41.53,ug ml-1,41.53
,C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2O)c(OC)cc1O,CHEMBL1644931,ug.mL-1,42.11,ug ml-1,42.11
,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)ccc1O,CHEMBL229885,ug.mL-1,51.59,ug ml-1,51.59
,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)c(CC=C(C)C)c2O)ccc1O,CHEMBL1644933,ug.mL-1,52.96,ug ml-1,52.96
,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)ccc1O,CHEMBL229885,ug.mL-1,56.92,ug ml-1,56.92
,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)ccc1O,CHEMBL229885,ug.mL-1,60.12,ug ml-1,60.12
,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)c(CC=C(C)C)c2O)ccc1O,CHEMBL1644933,ug.mL-1,75.38,ug ml-1,75.38
,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)c(CC=C(C)C)c2O)ccc1O,CHEMBL1644933,ug.mL-1,83.14,ug ml-1,83.14
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,1.5,nM,1.5
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,0.8,nM,0.8
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,136.9,nM,136.9
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,1.2,nM,1.2
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,1659.0,nM,1659.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,0.7,nM,0.7
,O=C(O)[C@@H]1CSC(c2ccccc2)N1,CHEMBL154191,nM,21300.0,uM,21.3
,O=C(O)[C@@H]1CSC(c2ccccc2O)N1,CHEMBL1767337,nM,20200.0,uM,20.2
,O=C(O)c1ccccc1C1N[C@H](C(=O)O)CS1,CHEMBL1767338,nM,18100.0,uM,18.1
,N#Cc1ccc(C2N[C@H](C(=O)O)CS2)cc1,CHEMBL1767339,nM,23400.0,uM,23.4
,O=C(O)[C@@H]1CSC(c2ccccc2[N+](=O)[O-])N1,CHEMBL1767340,nM,22500.0,uM,22.5
,COc1cccc(C2N[C@H](C(=O)O)CS2)c1O,CHEMBL1767341,nM,12300.0,uM,12.3
,O=C(O)[C@@H]1CSC(c2ccco2)N1,CHEMBL1767342,nM,43100.0,uM,43.1
,O=C(O)[C@@H]1CSC(c2ccccc2)N1C(=O)CCl,CHEMBL1767343,nM,7530.0,uM,7.53
,O=C(O)[C@@H]1CSC(c2ccccc2O)N1C(=O)CCl,CHEMBL1767344,nM,5840.0,uM,5.84
,O=C(O)c1ccccc1C1SC[C@@H](C(=O)O)N1C(=O)CCl,CHEMBL1767345,nM,10700.0,uM,10.7
,N#Cc1ccc(C2SC[C@@H](C(=O)O)N2C(=O)CCl)cc1,CHEMBL1767346,nM,8640.0,uM,8.64
,O=C(O)[C@@H]1CSC(c2ccccc2[N+](=O)[O-])N1C(=O)CCl,CHEMBL1767347,nM,7650.0,uM,7.65
,COc1cccc(C2SC[C@@H](C(=O)O)N2C(=O)CCl)c1O,CHEMBL1767348,nM,7920.0,uM,7.92
,O=C(O)[C@@H]1CSC(c2ccco2)N1C(=O)CCl,CHEMBL1767349,nM,12900.0,uM,12.9
,O=C(O)[C@@H]1CSC(c2ccccc2)N1C(=O)Cc1ccccc1,CHEMBL1767350,nM,1210.0,uM,1.21
,O=C(O)[C@@H]1CSC(c2ccccc2O)N1C(=O)Cc1ccccc1,CHEMBL1767351,nM,650.0,uM,0.65
,O=C(O)c1ccccc1C1SC[C@@H](C(=O)O)N1C(=O)Cc1ccccc1,CHEMBL1767352,nM,1920.0,uM,1.92
,N#Cc1ccc(C2SC[C@@H](C(=O)O)N2C(=O)Cc2ccccc2)cc1,CHEMBL1767353,nM,2470.0,uM,2.47
,O=C(O)[C@@H]1CSC(c2ccccc2[N+](=O)[O-])N1C(=O)Cc1ccccc1,CHEMBL1767354,nM,1870.0,uM,1.87
,COc1cccc(C2SC[C@@H](C(=O)O)N2C(=O)Cc2ccccc2)c1O,CHEMBL1767355,nM,1620.0,uM,1.62
,O=C(O)[C@@H]1CSC(c2ccco2)N1C(=O)Cc1ccccc1,CHEMBL1767356,nM,2890.0,uM,2.89
