molecule_chembl_id,canonical_smiles,bioactivity_threshold,standard_value,pref_name
CHEMBL553110,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](SCCCCCSCCCOCCC[Si](CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCC[Si](C)(C)CCC[Si](CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1O,inactive,5000000.0,Neuraminidase
CHEMBL562635,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](SCCCCCSCCCCCC(=O)NCCC[Si](CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1O,inactive,4800000.0,Neuraminidase
CHEMBL538892,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](SCCCCCSCCCOCCC[Si](CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1O,inactive,5000000.0,Neuraminidase
CHEMBL552651,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](SCCCCCSCCCCCC(=O)NCCC[Si](CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)c2ccccc2)(C(=O)O)C[C@@H]1O,inactive,2700000.0,Neuraminidase
CHEMBL556731,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](SCCCCCSCCCOCCC[Si](CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)c2ccccc2)(C(=O)O)C[C@@H]1O,inactive,5000000.0,Neuraminidase
CHEMBL562908,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](SCCCCCSCCCCCC(=O)NCCC[Si](CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCC[Si](C)(C)CCC[Si](CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1O,inactive,2800000.0,Neuraminidase
CHEMBL558359,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](SCCCCCSCCC[Si](CCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCC[Si](CCC[Si](CCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCC[Si](CCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCC[Si](CCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1O,inactive,5000000.0,Neuraminidase
CHEMBL559353,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](SCCCCCSCCCOCCC[Si](CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCC[Si](CCC[Si](CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCC[Si](CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCC[Si](CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCCOCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1O,inactive,6400000.0,Neuraminidase
CHEMBL553801,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](SCCCCCSCCCCCC(=O)NCCC[Si](CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCC[Si](CCC[Si](CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCC[Si](CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCC[Si](CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1O,inactive,7200000.0,Neuraminidase
CHEMBL480470,O=C(CCc1ccccc1)C[C@@H]1C[C@@H](c2ccccc2)c2c(cc(/C=C/c3ccccc3)oc2=O)O1,active,0.73,Neuraminidase
CHEMBL498879,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,inactive,31700.0,Neuraminidase
CHEMBL596219,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12,inactive,44200.0,Neuraminidase
CHEMBL596218,C[C@@H]1O[C@@H](Oc2cc(O)c3c(=O)c(O)c(-c4ccc(O)cc4)oc3c2O)[C@H](O)[C@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H]1O,inactive,56500.0,Neuraminidase
CHEMBL596258,C[C@@H]1OC(Oc2cc(O)c3c(=O)c(O)c(-c4ccc(O)cc4)oc3c2O)[C@H](O)[C@H](O)[C@H]1O,inactive,32200.0,Neuraminidase
CHEMBL594871,COc1cc([C@H]2Oc3cc(O)c4c(=O)c(O)c(-c5ccc(O)cc5)oc4c3O[C@@H]2CO)ccc1O,inactive,10300.0,Neuraminidase
CHEMBL233930,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,inactive,38400.0,Neuraminidase
CHEMBL487017,O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,inactive,46900.0,Neuraminidase
CHEMBL253570,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O)c(O)cc(O)c12,intermediate,2600.0,Neuraminidase
CHEMBL611029,O=c1c(O)c(-c2ccc(O)cc2)oc2c(O)c(O)cc(O)c12,intermediate,8900.0,Neuraminidase
CHEMBL1164662,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N(CCCC(=O)N1CCCCC1)C(=N)N,inactive,23100.0,Neuraminidase
CHEMBL1164661,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N(CCCC(=O)N1CCOCC1)C(=N)N,inactive,33300.0,Neuraminidase
CHEMBL1164463,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N(CCCC(=O)N1CCN(C)CC1)C(=N)N,intermediate,6500.0,Neuraminidase
CHEMBL1165529,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N(CCCC(=O)N1CCNCC1)C(=N)N,intermediate,2150.0,Neuraminidase
CHEMBL1164186,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N(CCCC(=O)O)C(=N)N,intermediate,7120.0,Neuraminidase
CHEMBL1164185,CC(=O)N[C@H]1C([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N(CCCCN)C(=N)N,inactive,200000.0,Neuraminidase
CHEMBL1164097,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N(CCCN)C(=N)N,inactive,200000.0,Neuraminidase
CHEMBL1163738,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)NCCCCN,inactive,200000.0,Neuraminidase
CHEMBL1164408,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)NCCCN,inactive,200000.0,Neuraminidase
CHEMBL1164156,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC1=NCCN1,inactive,200000.0,Neuraminidase
CHEMBL1165648,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NCCCCC(=O)O,inactive,80000.0,Neuraminidase
CHEMBL1164155,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NCCCC(=O)O,inactive,70000.0,Neuraminidase
CHEMBL1163246,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NCCCCN,inactive,200000.0,Neuraminidase
CHEMBL1164064,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NCCCN,inactive,200000.0,Neuraminidase
CHEMBL509947,COc1c(C)c(O)c(C)c(O)c1C(=O)/C=C/c1ccccc1O,intermediate,2550.0,Neuraminidase
CHEMBL1271157,COc1c(C)c(O)c(C)c(O)c1C(=O)/C=C/c1ccc(O)cc1,intermediate,3310.0,Neuraminidase
CHEMBL463095,COc1c(C)c(O)c(C)c(O)c1C(=O)/C=C/c1ccccc1,intermediate,5030.0,Neuraminidase
CHEMBL1271362,COc1cc(O)c(C)c(O)c1C(=O)/C=C/c1ccccc1,inactive,26020.0,Neuraminidase
CHEMBL1271363,COc1c(C)c2c(c(O)c1C=O)C(=O)C[C@@H](c1ccccc1)O2,inactive,256250.0,Neuraminidase
CHEMBL1271156,COc1c(C)c(O)c(C)c2c1C(=O)C[C@@](O)(c1ccccc1)O2,inactive,282580.0,Neuraminidase
CHEMBL1271364,COc1c(C)c(O)c2c(c1C=O)O[C@H](c1ccccc1)CC2=O,inactive,289940.0,Neuraminidase
CHEMBL53439,Cc1c(O)c(C)c2c(c1O)C(=O)C[C@@H](c1ccccc1)O2,inactive,319120.0,Neuraminidase
CHEMBL1271260,COc1c(C)c(O)c(C)c2oc(-c3ccccc3)cc(=O)c12,inactive,362870.0,Neuraminidase
CHEMBL1271155,Cc1c(O)c(C)c2c(c1O)C(=O)[C@H](O)[C@@H](c1ccccc1)O2,inactive,367870.0,Neuraminidase
CHEMBL1269031,COc1c(C)c(O)c(C)c2occ(-c3ccccc3)c(=O)c12,inactive,391010.0,Neuraminidase
CHEMBL53343,COc1c(C)c(O)c2c(c1C)O[C@H](c1ccccc1)CC2=O,inactive,500000.0,Neuraminidase
CHEMBL1269826,COc1cc(O)c(C)c2c1C(=O)C[C@@H](c1ccccc1)O2,inactive,500000.0,Neuraminidase
CHEMBL1269161,Cc1c(O)cc(O)c2c1O[C@H](c1ccccc1)CC2=O,inactive,500000.0,Neuraminidase
CHEMBL1271772,CC1(C)C=Cc2c(c(CO)c3occ(-c4ccc(O)cc4)c(=O)c3c2O)O1,active,50.0,Neuraminidase
CHEMBL1271773,COc1ccc(/C(C=O)=C\c2ccc(O)cc2OC)c(O)c1,active,8.8,Neuraminidase
CHEMBL229885,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)ccc1O,active,21.51,Neuraminidase
CHEMBL508727,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)cc(CC=C(C)C)c1O,active,26.44,Neuraminidase
CHEMBL1271829,C=C(C)C(O)CC1=c2occ(-c3ccc(O)cc3)c(=O)c2=C(O)C2C=CC(C)(C)OC12,active,50.0,Neuraminidase
CHEMBL253677,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)cc(O)c1O,active,21.93,Neuraminidase
CHEMBL464460,CC(C)=CCc1cc(-c2coc3cc(O)cc(O)c3c2=O)ccc1O,active,50.0,Neuraminidase
CHEMBL1271888,CC1(C)C=Cc2cc(-c3coc4cc(O)ccc4c3=O)ccc2O1,active,50.0,Neuraminidase
CHEMBL393222,CC(C)=CCc1c(O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1O,active,50.0,Neuraminidase
CHEMBL1270233,CCC(CC)O[C@@H]1CC(C(=O)O)=C[C@H](n2cc(C3(O)CCCCC3)nn2)[C@H]1NC(C)=O,intermediate,4800.0,Neuraminidase
CHEMBL1270329,CCC(CC)O[C@@H]1CC(C(=O)O)=C[C@H](n2cc(C3(O)CCCC3)nn2)[C@H]1NC(C)=O,inactive,11000.0,Neuraminidase
CHEMBL467058,CCCCCCCC(=O)OC[C@@H](O)[C@@H](OC)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O,active,931.0,Neuraminidase
CHEMBL466246,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,active,5.97,Neuraminidase
CHEMBL141530,COc1cc(O)ccc1/C=C/C(=O)c1ccc(O)cc1,active,2.19,Neuraminidase
CHEMBL129795,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,active,3.42,Neuraminidase
CHEMBL139702,C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,active,4.2,Neuraminidase
CHEMBL1644932,COc1c(/C=C/C(=O)c2ccc(O)c(CC=C(C)C)c2)ccc(O)c1O,active,28.62,Neuraminidase
CHEMBL1644931,C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2O)c(OC)cc1O,active,37.68,Neuraminidase
CHEMBL1644933,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)c(CC=C(C)C)c2O)ccc1O,active,52.96,Neuraminidase
CHEMBL154191,O=C(O)[C@@H]1CSC(c2ccccc2)N1,inactive,21300.0,Neuraminidase
CHEMBL1767337,O=C(O)[C@@H]1CSC(c2ccccc2O)N1,inactive,20200.0,Neuraminidase
CHEMBL1767338,O=C(O)c1ccccc1C1N[C@H](C(=O)O)CS1,inactive,18100.0,Neuraminidase
CHEMBL1767339,N#Cc1ccc(C2N[C@H](C(=O)O)CS2)cc1,inactive,23400.0,Neuraminidase
CHEMBL1767340,O=C(O)[C@@H]1CSC(c2ccccc2[N+](=O)[O-])N1,inactive,22500.0,Neuraminidase
CHEMBL1767341,COc1cccc(C2N[C@H](C(=O)O)CS2)c1O,inactive,12300.0,Neuraminidase
CHEMBL1767342,O=C(O)[C@@H]1CSC(c2ccco2)N1,inactive,43100.0,Neuraminidase
CHEMBL1767343,O=C(O)[C@@H]1CSC(c2ccccc2)N1C(=O)CCl,intermediate,7530.0,Neuraminidase
CHEMBL1767344,O=C(O)[C@@H]1CSC(c2ccccc2O)N1C(=O)CCl,intermediate,5840.0,Neuraminidase
CHEMBL1767345,O=C(O)c1ccccc1C1SC[C@@H](C(=O)O)N1C(=O)CCl,inactive,10700.0,Neuraminidase
CHEMBL1767346,N#Cc1ccc(C2SC[C@@H](C(=O)O)N2C(=O)CCl)cc1,intermediate,8640.0,Neuraminidase
CHEMBL1767347,O=C(O)[C@@H]1CSC(c2ccccc2[N+](=O)[O-])N1C(=O)CCl,intermediate,7650.0,Neuraminidase
CHEMBL1767348,COc1cccc(C2SC[C@@H](C(=O)O)N2C(=O)CCl)c1O,intermediate,7920.0,Neuraminidase
CHEMBL1767349,O=C(O)[C@@H]1CSC(c2ccco2)N1C(=O)CCl,inactive,12900.0,Neuraminidase
CHEMBL1767350,O=C(O)[C@@H]1CSC(c2ccccc2)N1C(=O)Cc1ccccc1,intermediate,1210.0,Neuraminidase
CHEMBL1767351,O=C(O)[C@@H]1CSC(c2ccccc2O)N1C(=O)Cc1ccccc1,active,650.0,Neuraminidase
CHEMBL1767352,O=C(O)c1ccccc1C1SC[C@@H](C(=O)O)N1C(=O)Cc1ccccc1,intermediate,1920.0,Neuraminidase
CHEMBL1767353,N#Cc1ccc(C2SC[C@@H](C(=O)O)N2C(=O)Cc2ccccc2)cc1,intermediate,2470.0,Neuraminidase
CHEMBL1767354,O=C(O)[C@@H]1CSC(c2ccccc2[N+](=O)[O-])N1C(=O)Cc1ccccc1,intermediate,1870.0,Neuraminidase
CHEMBL1767355,COc1cccc(C2SC[C@@H](C(=O)O)N2C(=O)Cc2ccccc2)c1O,intermediate,1620.0,Neuraminidase
CHEMBL1767356,O=C(O)[C@@H]1CSC(c2ccco2)N1C(=O)Cc1ccccc1,intermediate,2890.0,Neuraminidase
CHEMBL1767357,NCC(=O)N1C(c2ccccc2)SC[C@H]1C(=O)O,active,530.0,Neuraminidase
CHEMBL1765113,NCC(=O)N1C(c2ccccc2O)SC[C@H]1C(=O)O,active,210.0,Neuraminidase
CHEMBL1767358,NCC(=O)N1C(c2ccccc2C(=O)O)SC[C@H]1C(=O)O,active,280.0,Neuraminidase
CHEMBL1767359,N#Cc1ccc(C2SC[C@@H](C(=O)O)N2C(=O)CN)cc1,active,810.0,Neuraminidase
CHEMBL1767360,NCC(=O)N1C(c2ccccc2[N+](=O)[O-])SC[C@H]1C(=O)O,intermediate,1020.0,Neuraminidase
CHEMBL1767361,COc1cccc(C2SC[C@@H](C(=O)O)N2C(=O)CN)c1O,active,140.0,Neuraminidase
CHEMBL1767362,NCC(=O)N1C(c2ccco2)SC[C@H]1C(=O)O,active,980.0,Neuraminidase
CHEMBL1813526,CCOC(=O)C1=C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1.O=C(O)C(F)(F)F,intermediate,1952.0,Neuraminidase
CHEMBL1813528,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)OCCCOC(=O)c2ccc3ccccc3c2O)=C[C@@H]1NC(=N)N,active,590.0,Neuraminidase
CHEMBL1813529,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NC(=N)N)C1.O=C(O)C(F)(F)F,intermediate,5158.0,Neuraminidase
CHEMBL1813530,CCC(CC)O[C@@H]1C=C(C(=O)OCCCOC(=O)c2ccc3ccccc3c2O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,inactive,23367.0,Neuraminidase
CHEMBL229299,O=C(O)c1ccc2ccccc2c1O,inactive,1000000.0,Neuraminidase
CHEMBL1852739,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NC(=N)N)C1,active,0.5,Neuraminidase
CHEMBL1956712,C/C=C/C(=O)N[C@@H]1[C@@H](N=[N+]=[N-])CC(C(=O)[O-])=C[C@H]1OC(CC)CC.[K+],inactive,51576.0,Neuraminidase
CHEMBL1956713,CCC(CC)O[C@@H]1C=C(C(=O)[O-])C[C@H](N=[N+]=[N-])[C@H]1NC(C)=O.[K+],active,84.4,Neuraminidase
CHEMBL1956714,C/C=C/C(=O)N[C@@H]1[C@@H](N)CC(C(=O)[O-])=C[C@H]1OC(CC)CC.[K+],inactive,138962.0,Neuraminidase
CHEMBL1956715,CCC(CC)O[C@@H]1C=C(C(=O)[O-])C[C@H](N)[C@H]1NC(C)=O.[K+],active,39.3,Neuraminidase
CHEMBL1956716,C=CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)[O-])=C[C@H]1OC(CC)CC.[K+],active,31.8,Neuraminidase
CHEMBL1956717,C=CC(=O)N[C@@H]1[C@@H](NCC(C)C)CC(C(=O)[O-])=C[C@H]1OC(CC)CC.[K+],active,14.6,Neuraminidase
CHEMBL484030,COc1ccc(O)c2c(=O)c3cc(O)ccc3oc12,active,12.8,Neuraminidase
CHEMBL389166,O=c1c2cc(O)ccc2oc2cccc(O)c12,active,13.01,Neuraminidase
CHEMBL388525,O=c1c2ccccc2oc2cc(O)cc(O)c12,active,7.73,Neuraminidase
CHEMBL2029866,O=c1c2cccc(O)c2oc2cc(O)c(O)c(O)c12,active,13.68,Neuraminidase
CHEMBL361025,O=c1c2cc(O)ccc2oc2cc(O)cc(O)c12,active,13.41,Neuraminidase
CHEMBL2029867,COc1cccc2oc3ccc(O)cc3c(=O)c12,active,100.0,Neuraminidase
CHEMBL2029865,COc1cc(O)c2oc3ccccc3c(=O)c2c1OC,active,100.0,Neuraminidase
CHEMBL2029864,COc1c(O)cc2oc3cc(O)ccc3c(=O)c2c1OC,active,100.0,Neuraminidase
CHEMBL2029863,COc1c(O)cc2c(=O)c3ccccc3oc2c1OC,active,100.0,Neuraminidase
CHEMBL2029862,COc1c2c(cc3c(=O)c4ccccc4oc13)OCO2,active,100.0,Neuraminidase
CHEMBL2041284,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)Nc1ccc(C)cc1,inactive,776700.0,Neuraminidase
CHEMBL2041285,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)Nc1ccc(Cl)cc1,inactive,1000000.0,Neuraminidase
CHEMBL2041286,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)Nc1ccc(F)cc1,inactive,1000000.0,Neuraminidase
CHEMBL2041287,COc1ccc(NC(=O)N[C@H]2C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]2NC(C)=O)cc1,inactive,848100.0,Neuraminidase
CHEMBL2041288,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)NCc1ccco1,intermediate,6600.0,Neuraminidase
CHEMBL2041289,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)NCc1ccccc1,inactive,704700.0,Neuraminidase
