molecule_chembl_id,canonical_smiles,bioactivity_threshold,standard_value,pref_name,PIC50
CHEMBL4166014,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccn3)cc2)[C@H]1NC(C)=O,active,297.0,Neuraminidase,6.527243550682788
CHEMBL4175711,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCCCNc2cccc(Cl)c2C)[C@H]1NC(C)=O,active,0.59,Neuraminidase,9.229147988357855
CHEMBL4172298,CC(=O)N[C@H]1[C@H]([C@@H](O)[C@@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)NC(=O)CSc1cccc2ccccc12,active,21.0,Neuraminidase,7.6777807052660805
CHEMBL4161862,CCCCCCCC(=O)/N=C(\N)N[C@H]1C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(C)=O,active,290.0,Neuraminidase,6.537602002101044
CHEMBL4164188,COc1ccc2cc([C@H](C)C(=O)/N=C(\N)N[C@H]3C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]3NC(C)=O)ccc2c1,active,260.0,Neuraminidase,6.585026652029182
CHEMBL4172062,CCCCCCCC(=O)/N=C(\N)N[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,active,18.0,Neuraminidase,7.7447274948966935
CHEMBL4160792,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N/C(N)=N/C(=O)[C@@H](C)c2ccc3cc(OC)ccc3c2)[C@H]1NC(C)=O,active,190.0,Neuraminidase,6.721246399047171
CHEMBL4295229,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(C)=O)[C@H]1NC(C)=O,active,59.5,Neuraminidase,7.22548303427145
CHEMBL4280263,CCC(CC)OC1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,active,272.0,Neuraminidase,6.565431095965801
CHEMBL4175097,CCC(CC)O[C@@H]1C=C(C(=O)N[C@H](C(=O)O)C(C)C)C[C@H](N)[C@H]1NC(C)=O,active,342.0,Neuraminidase,6.465973893943865
CHEMBL4161045,CCC(CC)O[C@@H]1C=C(C(=O)N[C@@H](C(=O)O)C(C)C)C[C@H](N)[C@H]1NC(C)=O,active,88.3,Neuraminidase,7.054039296422431
CHEMBL4171650,CCC(CC)O[C@@H]1C=C(C(=O)NC(C(=O)O)C(C)C)C[C@H](N)[C@H]1NC(C)=O,active,135.0,Neuraminidase,6.8696662315049934
CHEMBL4169387,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(-c3ccccc3)cc2)C[C@H](N)[C@H]1NC(C)=O,active,960.0,Neuraminidase,6.017728766960432
CHEMBL3220710,CC(=O)N[C@H]1[C@H](OC(C)C)C(F)=C(C(=O)O)C[C@@H]1N,active,3.0,Neuraminidase,8.522878745280337
CHEMBL3220446,CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1OC(C)C,active,1.0,Neuraminidase,9.0
CHEMBL3220445,CC[C@H](C)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,active,500.0,Neuraminidase,6.301029995663981
CHEMBL2114178,CC[C@@H](C)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,active,500.0,Neuraminidase,6.301029995663981
CHEMBL4126987,CC(=O)N[C@@H]1C[C@@H](F)[C@](F)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,active,133.0,Neuraminidase,6.876148359032914
CHEMBL4127125,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)[C@](F)(C(=O)O)O[C@H]1C[C@H](O)CO,active,104.0,Neuraminidase,6.982966660701219
CHEMBL4125754,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)[C@](F)(C(=O)O)O[C@H]1[C@H](O)CCO,active,280.0,Neuraminidase,6.552841968657781
CHEMBL81286,CC[C@@H](CCc1ccccc1)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,active,300.0,Neuraminidase,6.522878745280337
CHEMBL315261,CC[C@@H](CCC1CCCCC1)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,active,1000.0,Neuraminidase,6.0
CHEMBL4754049,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(OCc3ccc(C#N)cc3)cc2)[C@H]1NC(C)=O,active,920.0,Neuraminidase,6.036212172654444
CHEMBL310004,CCCCCCC[C@H](CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,active,1000.0,Neuraminidase,6.0
CHEMBL3220443,CCCN(CCC)C(=O)[C@@H](NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1NC(=N)N,active,43.0,Neuraminidase,7.366531544420414
CHEMBL3220442,CCN(CC)C(=O)[C@@H](NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1NC(=N)N,active,70.0,Neuraminidase,7.154901959985743
CHEMBL3220440,CCC(CC)NC(=O)[C@@H](NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1NC(=N)N,active,60.0,Neuraminidase,7.221848749616356
CHEMBL3120197,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(C)=N)[C@H]1NC(C)=O,active,14.5,Neuraminidase,7.838631997765025
CHEMBL4164663,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(F)cc2)C[C@H](N)[C@H]1NC(C)=O,active,940.0,Neuraminidase,6.026872146400302
CHEMBL3104599,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCCCCCS)(C(=O)O)C[C@@H]1NC(=N)N,active,800.0,Neuraminidase,6.096910013008056
CHEMBL3104600,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCCCCCSC2(C(=O)O)C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1NC(=N)N,active,260.0,Neuraminidase,6.585026652029182
CHEMBL3104601,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCCCCCCCCCCCSC2(C(=O)O)C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1NC(=N)N,active,800.0,Neuraminidase,6.096910013008056
CHEMBL3104604,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(SCCOCCOCCOCCOCCOCCSC2(C(=O)O)C[C@H](NC(N)=O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1NC(=N)N,active,900.0,Neuraminidase,6.045757490560675
CHEMBL311288,C=CC[C@H](CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,active,1000.0,Neuraminidase,6.0
CHEMBL4764205,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(OCc3ccc(B4OC(C)(C)C(C)(C)O4)cc3)cc2)[C@H]1NC(C)=O,active,280.0,Neuraminidase,6.552841968657781
CHEMBL4851057,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NNCc2ccc(Cl)cc2)[C@H]1NC(C)=O,active,875.0,Neuraminidase,6.057991946977687
CHEMBL507909,CCC(C)Oc1cc(NC(C)=O)c(N)cc1C(=O)OC,active,950.0,Neuraminidase,6.022276394711152
CHEMBL1200340,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1.O=P(O)(O)O,active,800.0,Neuraminidase,6.096910013008056
CHEMBL501838,CC(=O)Nc1cc(OC(C)C)c(C(=O)O)cc1NC(=N)N,active,49.0,Neuraminidase,7.309803919971486
CHEMBL3415952,N=C(N)N1C[C@@H]2[C@H](C1)[C@H]1C3CC4[C@H]([C@H]41)[C@@H]32,active,800.0,Matrix protein 2,6.096910013008056
CHEMBL458768,COC(=O)c1ccc(NC(C)=O)cc1O,active,990.0,Neuraminidase,6.00436480540245
CHEMBL674,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,active,21.0,Neuraminidase,7.6777807052660805
CHEMBL495455,CCCCCCCCCCCCCCCCOc1cc(NC(C)=O)c(N)cc1C(=O)OC,active,590.0,Neuraminidase,6.229147988357856
CHEMBL4764903,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(SCc3ccccc3)cc2)[C@H]1NC(C)=O,active,860.0,Neuraminidase,6.0655015487564325
CHEMBL517961,CCOc1cc(OCC)nc(NC(=S)NC(=O)C(c2ccc(Cl)cc2)C(C)C)n1,active,310.0,Neuraminidase,6.508638306165727
CHEMBL459250,CC(C)(C)NC(=O)NC(=S)NC(=O)[C@@H]1[C@H](/C=C(\Cl)C(F)(F)F)C1(C)C,active,510.0,Neuraminidase,6.292429823902063
CHEMBL506288,COC(=O)c1cc(NC(=N)N)c(NC(C)=O)cc1OC(C)C,active,120.0,Neuraminidase,6.920818753952375
CHEMBL556810,CC(=O)N[C@H]1[C@H]([C@H](OC(=O)NCc2cn(CCOCCOCCOCCOCCNC(=O)COc3ccc(-c4c5nc(c(-c6ccc(OCC(=O)NCCOCCOCCOCCOCCn7cc(CNC(=O)O[C@@H]([C@@H]8OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]8NC(C)=O)[C@H](O)CO)nn7)cc6)c6ccc([nH]6)c(-c6ccc(OCC(=O)NCCOCCOCCOCCOCCn7cc(CNC(=O)O[C@@H]([C@@H]8OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]8NC(C)=O)[C@@H](O)CO)nn7)cc6)c6nc(c(-c7ccc(OCC(=O)NCCOCCOCCOCCOCCn8cc(CNC(=O)O[C@@H]([C@@H]9OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]9NC(C)=O)[C@H](O)CO)nn8)cc7)c7ccc4[nH]7)C=C6)C=C5)cc3)nn2)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,active,3.7,Neuraminidase,8.431798275933005
CHEMBL554168,CC(=O)N[C@H]1[C@H]([C@H](OC(=O)NCc2cn(CCOCOc3ccc(-c4c5nc(c(-c6ccc(OCOCCn7cc(CNC(=O)O[C@@H]([C@@H]8OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]8NC(C)=O)[C@H](O)CO)nn7)cc6)c6ccc([nH]6)c(-c6ccc(OCOCCn7cc(CNC(=O)O[C@@H]([C@@H]8OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]8NC(C)=O)[C@H](O)CO)nn7)cc6)c6nc(c(-c7ccc(OCOCCn8cc(CNC(=O)O[C@@H]([C@@H]9OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]9NC(C)=O)[C@H](O)CO)nn8)cc7)c7ccc4[nH]7)C=C6)C=C5)cc3)nn2)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,active,11.0,Neuraminidase,7.958607314841775
CHEMBL451301,CC(C)(C)NC(=O)NC(=S)NC(=O)[C@H]1[C@H](C=C(Cl)Cl)C1(C)C,active,260.0,Neuraminidase,6.585026652029182
CHEMBL5398013,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2cc(F)c(C3=CCCC3)cc2C)[C@H]1NC(C)=O,active,800.0,Neuraminidase,6.096910013008056
CHEMBL198028,Cc1cc(O)nc(NC(=S)NC(=O)c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)n1,active,360.0,Neuraminidase,6.443697499232713
CHEMBL2165491,CN1CCC2(C1)C1CC3CC(C1)CC2C3.O=C(O)/C=C\C(=O)O,active,300.0,Matrix protein 2,6.522878745280337
CHEMBL503267,CC(=O)Nc1cc(OCCC(C)C)c(C(=O)O)cc1NC(=N)N,active,41.0,Neuraminidase,7.3872161432802645
CHEMBL5433425,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(C3=CCCC3)c(F)c2)[C@H]1NC(C)=O,active,630.0,Neuraminidase,6.200659450546418
CHEMBL495434,CCCOc1cc(NC(C)=O)c(NC(=N)N)cc1C(=O)O,active,720.0,Neuraminidase,6.142667503568732
CHEMBL494417,COC(=O)c1cc(N)c(NC(C)=O)cc1OCCC(C)C,active,970.0,Neuraminidase,6.013228265733755
CHEMBL564257,CC(=O)N[C@H]1[C@H]([C@H](OC(=O)NCc2cn(CCOCCOCCOCCNC(=O)COc3ccc(-c4c5nc(c(-c6ccc(OCC(=O)NCCOCCOCCOCCn7cc(CNC(=O)O[C@@H]([C@@H]8OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]8NC(C)=O)[C@H](O)CO)nn7)cc6)c6ccc([nH]6)c(-c6ccc(OCC(=O)NCCOCCOCCOCCn7cc(CNC(=O)O[C@@H]([C@@H]8OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]8NC(C)=O)[C@H](O)CO)nn7)cc6)c6nc(c(-c7ccc(OCC(=O)NCCOCCOCCOCCn8cc(CNC(=O)O[C@@H]([C@@H]9OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]9NC(C)=O)[C@H](O)CO)nn8)cc7)c7ccc4[nH]7)C=C6)C=C5)cc3)nn2)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,active,8.5,Neuraminidase,8.070581074285707
CHEMBL4745485,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(OCc3cccs3)cc2)[C@H]1NC(C)=O,active,750.0,Neuraminidase,6.1249387366083
CHEMBL503657,COC(=O)c1cc(N)c(NC(C)=O)cc1OC1CCCC1,active,38.0,Neuraminidase,7.42021640338319
CHEMBL495227,COC(=O)c1cc([N+](=O)[O-])c(NC(C)=O)cc1OC1CCCC1,active,330.0,Neuraminidase,6.481486060122113
CHEMBL494389,CCOc1c(C(=O)O)cc(NC(=N)N)c(NC(C)=O)c1NC(=N)N,active,32.0,Neuraminidase,7.494850021680094
CHEMBL515689,Cc1cc(C)nc(NC(=S)NC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)n1,active,580.0,Neuraminidase,6.236572006437063
CHEMBL493376,CCOc1c(C(=O)OC)cc(NC(=N)N)c(NC(C)=O)c1NC(=N)N,active,36.0,Neuraminidase,7.443697499232713
CHEMBL494557,COC(=O)c1cc([N+](=O)[O-])c(NC(C)=O)cc1OC(C)C,active,570.0,Neuraminidase,6.2441251443275085
CHEMBL443726,COC(=O)c1cc(N)c(NC(C)=O)cc1OC(C)C,active,230.0,Neuraminidase,6.638272163982407
CHEMBL4753075,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(OCc3cccc(B4OC(C)(C)C(C)(C)O4)c3)cc2)[C@H]1NC(C)=O,active,540.0,Neuraminidase,6.267606240177032
CHEMBL494610,CCCCOc1cc(NC(C)=O)c([N+](=O)[O-])cc1C(=O)OC,active,140.0,Neuraminidase,6.853871964321762
CHEMBL494380,CCCCOc1cc(NC(C)=O)c(NC(=N)N)cc1C(=O)O,active,40.0,Neuraminidase,7.3979400086720375
CHEMBL372394,Cc1cc(O)nc(NC(=S)NC(=O)c2ccc(-c3ccccc3Cl)o2)n1,active,320.0,Neuraminidase,6.494850021680094
CHEMBL493351,CCOc1c(C(=O)OC)cc(N)c(NC(C)=O)c1N,active,310.0,Neuraminidase,6.508638306165727
CHEMBL372738,CCOc1cc(OCC)nc(NC(=S)NC(=O)c2ccc(-c3ccccc3Cl)o2)n1,active,80.0,Neuraminidase,7.096910013008056
CHEMBL458769,CCOc1cc(NC(C)=O)ccc1C(=O)OC,active,220.0,Neuraminidase,6.657577319177793
CHEMBL495226,COC(=O)c1ccc(NC(C)=O)cc1OC1CCCC1,active,490.0,Neuraminidase,6.309803919971486
CHEMBL457289,COc1cc(OC)nc(NC(=S)NC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)n1,active,970.0,Neuraminidase,6.013228265733755
CHEMBL494609,CCC(C)Oc1cc(NC(C)=O)c(NC(=N)N)cc1C(=O)OC,active,740.0,Neuraminidase,6.130768280269024
CHEMBL494199,CCCCOc1cc(NC(C)=O)c(N)cc1C(=O)OC,active,70.0,Neuraminidase,7.154901959985743
CHEMBL480470,O=C(CCc1ccccc1)C[C@@H]1C[C@@H](c2ccccc2)c2c(cc(/C=C/c3ccccc3)oc2=O)O1,active,0.73,Neuraminidase,9.136677139879545
CHEMBL504247,CCCCOc1cc(NC(C)=O)ccc1C(=O)OC,active,230.0,Neuraminidase,6.638272163982407
CHEMBL5396566,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(C3=CCCC3)c(OC)c2)[C@H]1NC(C)=O,intermediate,3950.0,Neuraminidase,5.403402904373539
CHEMBL5422976,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(C3=CCCC3)cc2C)[C@H]1NC(C)=O,intermediate,1350.0,Neuraminidase,5.8696662315049934
CHEMBL5403839,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(C3=CCCC3)cc2OC)[C@H]1NC(C)=O,intermediate,1910.0,Neuraminidase,5.718966632752273
CHEMBL5436445,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2c(F)cc(C3=CCCC3)cc2F)[C@H]1NC(C)=O,intermediate,6960.0,Neuraminidase,5.157390760389438
CHEMBL5432027,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(C3=CCCC3)c(Cl)c2)[C@H]1NC(C)=O,intermediate,4000.0,Neuraminidase,5.3979400086720375
CHEMBL5430050,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(C3=CCCC3)c(F)c2F)[C@H]1NC(C)=O,intermediate,1300.0,Neuraminidase,5.886056647693163
CHEMBL506460,NCC12CC3CC(CC1C3)C2,intermediate,7100.0,Matrix protein 2,5.1487416512809245
CHEMBL508777,CC12CC3CC1(C)CC3(CN)C2,intermediate,7200.0,Matrix protein 2,5.142667503568732
CHEMBL5421602,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2cc(F)c(C3=CCCC3)cc2F)[C@H]1NC(C)=O,intermediate,6600.0,Neuraminidase,5.180456064458132
CHEMBL499125,N=C(N)NCC12CC3CC(CC1C3)C2,intermediate,2400.0,Matrix protein 2,5.619788758288394
CHEMBL5439832,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(C3=CCCC3)cc2Cl)[C@H]1NC(C)=O,intermediate,2400.0,Neuraminidase,5.619788758288394
CHEMBL5425535,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(C3=CCCC3)cc2F)[C@H]1NC(C)=O,intermediate,1030.0,Neuraminidase,5.987162775294828
CHEMBL2315606,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)N[C@H](C(=O)O)C(C)C)=C[C@@H]1N,intermediate,2250.0,Neuraminidase,5.647817481888637
CHEMBL495228,COC(=O)c1cc([N+](=O)[O-])c(NC(C)=O)cc1OCCC(C)C,intermediate,2960.0,Neuraminidase,5.528708288941061
CHEMBL233315,CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1C[C@@H](N)C[C@H]1C(=O)O,intermediate,4290.0,Neuraminidase,5.367542707815276
CHEMBL4448599,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(SC)cc2)[C@H]1NC(C)=O,intermediate,1400.0,Neuraminidase,5.853871964321762
CHEMBL233115,CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1C[C@H](O)C[C@H]1C(=O)NO,intermediate,6090.0,Neuraminidase,5.215382707367125
CHEMBL233114,CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1C[C@H](O)C[C@H]1C(=O)O,intermediate,4630.0,Neuraminidase,5.334419008982047
CHEMBL392773,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N1C[C@@H](N)C[C@H]1C(=O)O,intermediate,2400.0,Neuraminidase,5.619788758288394
CHEMBL233113,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N1C[C@H](O)C[C@H]1C(=O)NO,intermediate,4270.0,Neuraminidase,5.369572124974976
CHEMBL392772,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N1C[C@H](O)C[C@H]1C(=O)O,intermediate,2850.0,Neuraminidase,5.54515513999149
CHEMBL232907,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)N1C[C@@H](N)C[C@H]1C(=O)NO,intermediate,6130.0,Neuraminidase,5.212539525481585
CHEMBL3810328,O=C(O)c1ccc(Cl)cc1-c1ccc(/C=C2\C(=O)N(c3ccccc3)N=C2c2ccccc2)o1,intermediate,2800.0,Neuraminidase,5.552841968657781
CHEMBL3808658,O=C(O)c1ccc(Cl)cc1-c1ccc(/C=C2\C(=O)N(c3ccc(F)cc3)N=C2c2ccccc2)o1,intermediate,2900.0,Neuraminidase,5.5376020021010435
CHEMBL393786,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)N1C[C@H](O)C[C@H]1C(=O)NO,intermediate,3870.0,Neuraminidase,5.412289034981089
CHEMBL4584098,COc1cc(/C=N/NC(=O)C(=O)NCCCN2CCOCC2)cc(OC)c1O,intermediate,3150.0,Neuraminidase,5.501689446210399
CHEMBL3415949,N=C(N)N1C[C@@H]2[C@H](C1)[C@@H]1[C@@H]3[C@H]4CC[C@H]5[C@@H]3[C@H]2[C@H]2[C@@H]5[C@@H]4[C@@H]12,intermediate,3700.0,Matrix protein 2,5.431798275933005
CHEMBL495108,COC(=O)c1ccc(NC(C)=O)cc1OCCC(C)C,intermediate,3810.0,Neuraminidase,5.419075024324381
CHEMBL393917,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N1C[C@@H](N)C[C@H]1C(=O)NO,intermediate,4170.0,Neuraminidase,5.379863945026242
CHEMBL2315319,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)N[C@@H](CC(C)C)C(=O)O)=C[C@@H]1NC(=N)N,intermediate,5110.0,Neuraminidase,5.291579099865287
CHEMBL495448,CCCCCCCCCCCCCCCCOc1cc(NC(C)=O)c([N+](=O)[O-])cc1C(=O)OC,intermediate,1540.0,Neuraminidase,5.8124792791635365
CHEMBL2315317,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)N2CCC(C(=O)O)CC2)=C[C@@H]1N,intermediate,6330.0,Neuraminidase,5.198596289982645
CHEMBL4451406,COc1cc(/C=N/NC(=O)C(=O)NCCCN2CCOCC2)ccc1O,intermediate,4670.0,Neuraminidase,5.330683119433888
CHEMBL4569555,COc1ccc(/C=N/NC(=O)C(=O)NCCCN2CCOCC2)cc1OC,intermediate,2370.0,Neuraminidase,5.6252516539898965
CHEMBL3199461,O=C(NCCCN1CCOCC1)C(=O)N/N=C/c1ccccc1O,intermediate,6480.0,Neuraminidase,5.188424994129407
CHEMBL4458118,O=C(NCCCN1CCOCC1)C(=O)N/N=C/c1ccc(O)c([N+](=O)[O-])c1,intermediate,4370.0,Neuraminidase,5.359518563029578
CHEMBL4568692,COc1cc(/C=N/NC(=O)C(=O)NCCCN2CCOCC2)cc(OC)c1OC,intermediate,2610.0,Neuraminidase,5.583359492661719
CHEMBL4470134,COc1ccccc1/C=N/NC(=O)C(=O)NCCCN1CCOCC1,intermediate,7100.0,Neuraminidase,5.1487416512809245
CHEMBL4290808,CCC(CC)O[C@@H]1C=C(C(=O)N[C@@H](C(=O)O)C(C)(C)C)C[C@H](N)[C@H]1NC(C)=O,intermediate,1300.0,Neuraminidase,5.886056647693163
CHEMBL494431,CCCCCCCCCCCCCCCCOc1cc(NC(C)=O)ccc1C(=O)OC,intermediate,2690.0,Neuraminidase,5.570247719997592
CHEMBL4294634,CCC(CC)O[C@@H]1C=C(C(=O)N[C@H](CC(C)C)C(=O)O)C[C@H](N)[C@H]1NC(C)=O,intermediate,6550.0,Neuraminidase,5.183758700008217
CHEMBL2392125,CCC(CC)C(=O)Nc1cc(NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1OCC(=O)O,intermediate,8500.0,Neuraminidase,5.070581074285707
CHEMBL2315320,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)N[C@H](C(=O)O)C(C)C)=C[C@@H]1NC(=N)N,intermediate,2140.0,Neuraminidase,5.669586226650809
CHEMBL4173998,CCC(CC)O[C@@H]1C=C(C(=O)NCC(=O)O)C[C@H](N)[C@H]1NC(C)=O,intermediate,2530.0,Neuraminidase,5.5968794788241825
CHEMBL4742714,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(OCc3ccc(SC)cc3)cc2)[C@H]1NC(C)=O,intermediate,3700.0,Neuraminidase,5.431798275933005
CHEMBL4164459,CCC(CC)O[C@@H]1C=C(C(=O)N[C@H](C)C(=O)O)C[C@H](N)[C@H]1NC(C)=O,intermediate,1348.0,Neuraminidase,5.870310107800699
CHEMBL3125439,O=C1C[C@@H](c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@H]3OC[C@@](O)(COC(=O)c4c[nH]c5ccccc45)[C@@H]3O)cc2)Oc2cc(O)ccc21,intermediate,4520.0,Neuraminidase,5.3448615651886175
CHEMBL3125438,O=C(/C=C/c1ccc(O)cc1)OC[C@]1(O)CO[C@H](O[C@H]2[C@H](Oc3ccc(/C=C/C(=O)c4ccc(O)cc4O)cc3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H]1O,intermediate,2830.0,Neuraminidase,5.548213564475709
CHEMBL2204386,CC(C)=CCc1c(O)ccc(C(=O)/C=C/c2cc(O)c3c(c2)C=CC(C)(C)O3)c1O,intermediate,1310.0,Neuraminidase,5.882728704344236
CHEMBL16901,C=CCc1ccc(O)c(-c2ccc(O)c(CC=C)c2)c1,intermediate,1390.0,Neuraminidase,5.856985199745905
CHEMBL4127354,COc1ccc(S(=O)(=O)NCC(O)/C=C/c2ccccc2)cc1,intermediate,6400.0,Neuraminidase,5.1938200260161125
CHEMBL495433,CCCOc1cc(NC(C)=O)c(N)cc1C(=O)OC,intermediate,1260.0,Neuraminidase,5.8996294548824375
CHEMBL3220711,CC(=O)N[C@@H]1[C@@H](N)[C@H](C)C(C(=O)O)=C[C@H]1OC(C)C,intermediate,1500.0,Neuraminidase,5.823908740944319
CHEMBL3220179,CCN(C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1)C(C)C,intermediate,1600.0,Neuraminidase,5.795880017344075
CHEMBL3220180,CC(C)N(C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1)C(C)C,intermediate,4000.0,Neuraminidase,5.3979400086720375
CHEMBL452457,CCCOc1cc(NC(C)=O)c([N+](=O)[O-])cc1C(=O)OC,intermediate,3570.0,Neuraminidase,5.447331783887806
CHEMBL3220447,CC(=O)N[C@H]1[C@H](OC(C)C)C(C)=C(C(=O)O)C[C@@H]1N,intermediate,2300.0,Neuraminidase,5.638272163982407
CHEMBL489264,CCCOc1cc(NC(C)=O)ccc1C(=O)OC,intermediate,9260.0,Neuraminidase,5.033389013318065
CHEMBL3220185,CCN(C(=O)N1C[C@H](N)[C@H](C(=O)O)[C@@H]1CNC(C)=O)C(C)C,intermediate,7500.0,Neuraminidase,5.1249387366083
CHEMBL252642,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21,intermediate,8330.0,Neuraminidase,5.079354998593212
