molecule_chembl_id,canonical_smiles,bioactivity_threshold,standard_value,pref_name,PIC50,mol,ECFP4
CHEMBL2206456,CCC(CC)O[C@@H]1C=C(P(=O)(O)O)C[C@H](N)[C@H]1NC(C)=O,active,1.8,Neuraminidase,8.744727494896694,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef3660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed16d0>
CHEMBL3263938,CCC(CC)O[C@@H]1C=C(P(=O)(O)OCCCc2ccccc2)C[C@H](N)[C@H]1NC(C)=O,active,1.8,Neuraminidase,8.744727494896694,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef36d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed1740>
CHEMBL3238015,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N/C(N)=N/C)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,active,1.73,Neuraminidase,8.761953896871205,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef3740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed17b0>
CHEMBL3263939,CCC(CC)O[C@@H]1C=C(P(=O)(O)OCCCc2c[nH]c3ccccc23)C[C@H](N)[C@H]1NC(C)=O,active,1.7,Neuraminidase,8.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef37b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed1820>
CHEMBL3818553,CCCCCCOP(=O)(O)[C@@H]1C[C@@H]([C@@H](NC(C)=O)C(CC)CC)[C@H](NC(=N)N)C1,active,1.6,Neuraminidase,8.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef3820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed1890>
CHEMBL3819314,CCCCCCOP(=O)(O)C1=C[C@@H]([C@@H](NC(C)=O)C(CC)CC)[C@H](NC(=N)N)C1,active,1.5,Neuraminidase,8.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef3890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed1900>
CHEMBL3818211,CCOP(=O)(O)[C@@H]1C[C@@H]([C@@H](NC(C)=O)C(CC)CC)[C@H](NC(=N)N)C1,active,1.0,Neuraminidase,9.0,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef3900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed1970>
CHEMBL3220446,CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1OC(C)C,active,1.0,Neuraminidase,9.0,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef3970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed19e0>
CHEMBL3819450,CCOP(=O)(O)[C@H]1C[C@@H](NC(=N)N)[C@H]([C@@H](NC(C)=O)C(CC)CC)[C@@H]1O,active,0.9,Neuraminidase,9.045757490560677,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef39e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed1a50>
CHEMBL480470,O=C(CCc1ccccc1)C[C@@H]1C[C@@H](c2ccccc2)c2c(cc(/C=C/c3ccccc3)oc2=O)O1,active,0.73,Neuraminidase,9.136677139879543,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef3a50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed1ac0>
CHEMBL4175711,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCCCNc2cccc(Cl)c2C)[C@H]1NC(C)=O,active,0.59,Neuraminidase,9.229147988357855,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef3ac0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed1b30>
CHEMBL4161935,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)CC)cc2)[C@H]1NC(C)=O,active,0.55,Neuraminidase,9.259637310505756,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef3b30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed1ba0>
CHEMBL1852739,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NC(=N)N)C1,active,0.5,Neuraminidase,9.30102999566398,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef3ba0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed1c10>
CHEMBL3819487,CCCCCCOP(=O)(O)[C@H]1C[C@@H](NC(=N)N)[C@H]([C@@H](NC(C)=O)C(CC)CC)[C@@H]1O,active,0.5,Neuraminidase,9.30102999566398,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef3c10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed1c80>
CHEMBL5417759,CCC(CC)O[C@@H]1C=C(C(=O)O)CC(N)[C@H]1NC(C)=O,active,0.4,Neuraminidase,9.397940008672036,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef3c80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed1cf0>
CHEMBL2206459,CCC(CC)O[C@@H]1C=C(P(=O)(O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,active,0.3,Neuraminidase,9.522878745280336,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef3cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed1d60>
CHEMBL3238014,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,active,0.2,Neuraminidase,9.69897000433602,<rdkit.Chem.rdchem.Mol object at 0x7f5b94ef3d60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f5b94ed1dd0>
